label,geometry,DEM,LULC,NDVI,RAIN,SLOPE,SOIL,SPI,TOTAL_CURVATURE,TWI
0,POINT (528822.8292328564 715783.0239005898),9.0,5.0,0.12921835,530.6180250214139,1.6789263,4.0,4.2847452e-07,2.838574e-06,-3.8100686
0,POINT (560423.5407532586 721064.7292255296),0.0,0.0,,,1.1847111e-05,0.0,4.4974428e-12,1.9286226e-16,8.451803
0,POINT (557499.2067315405 710710.1995772014),5.0,7.0,-0.0028314176,444.2405641327265,1.4025177,5.0,5.4700536e-07,2.1495714e-06,-3.1926825
0,POINT (530076.1152421642 718916.2389238592),0.0,0.0,,,3.7031973e-07,0.0,1.1447612e-09,2.1125989e-19,19.575815
0,POINT (537237.7495810655 718767.0382084654),7.0,7.0,-0.03346008,303.01294735578887,1.4423689,2.0,1.1840802e-07,1.2044621e-05,-4.4902873
0,POINT (550695.6541095843 719065.439639253),0.0,0.0,,,1.5247146e-07,0.0,4.931317e-10,7.540683e-21,19.769629
0,POINT (570867.590830823 714619.2583205183),6.0,7.0,0.123026535,566.2173215223089,2.234724,3.0,1.0733354e-06,7.2817265e-06,-2.7974355
0,POINT (572150.7169832095 715544.3027559598),8.0,7.0,0.0026523315,566.2173215223089,2.19056,4.0,4.1359644e-07,4.848689e-06,-4.200345
0,POINT (536521.5861471754 709486.7537109724),3.0,7.0,0.019984327,433.4480705116316,2.7831025,6.0,1.6590703e-06,5.2572154e-06,-3.255886
1,POINT (564093.8783519455 718796.8783515441),-1.0,7.0,0.0131988395,350.62545152506226,0.44270277,0.0,6.8749985e-05,1.4453029e-06,13.608262
0,POINT (558573.4518823758 708860.1107063185),0.0,0.0,,,1.6818954e-06,0.0,7.5655703e-13,2.89653e-17,10.885357
0,POINT (515902.0472797553 708830.2705632397),5.0,1.0,0.11204272,476.23197766739804,3.6313004,19.0,2.9810354e-07,9.172085e-06,-5.4439216
0,POINT (571703.1148370282 712858.6898788718),0.0,0.0,,,7.8839594e-07,0.0,3.81564e-08,9.530069e-19,21.749306
0,POINT (560334.0203240223 713574.8533127619),2.0,7.0,0.001915877,444.2405641327265,0.9651157,4.0,1.6402383e-07,1.7078481e-06,-3.5518017
0,POINT (570927.2711169806 708293.1479878222),0.0,0.0,,,2.0284719e-05,0.0,8.237378e-09,6.8457203e-16,15.165058
0,POINT (551023.8956834506 711635.2440126428),5.0,7.0,-0.019924982,440.292330995459,1.2000359,2.0,1.4981973e-07,9.342976e-07,-3.8545477
0,POINT (570837.7506877442 710143.2368587051),0.0,0.0,,,2.0989583e-07,0.0,2.5414339e-12,1.0410693e-20,16.162783
0,POINT (574179.8467125649 721034.8890824508),0.0,0.0,,,1.911995e-07,0.0,5.34687e-13,1.133289e-38,14.827457
0,POINT (526316.257214241 719900.9636454581),0.0,0.0,,,1.911995e-07,0.0,6.142907e-13,7.897685e-39,14.966232
0,POINT (572956.4008463359 715454.7823267236),4.0,7.0,0.0013776651,566.2173215223089,0.8388913,4.0,2.213029e-06,1.2391189e-06,-0.4174088
0,POINT (546547.8742216373 719304.160783883),0.0,0.0,,,3.4537908e-07,0.0,7.1036146e-12,1.1160896e-19,15.426779
0,POINT (527002.5805050523 713873.2547435495),8.0,7.0,0.055453107,530.6180250214139,4.0024705,2.0,6.3102766e-07,4.077306e-06,-4.972219
0,POINT (549740.7695310641 719363.8410700405),0.0,0.0,,,3.453792e-07,0.0,1.30942306e-11,1.1160896e-19,15.952136
0,POINT (563049.4733441891 717245.1909114489),0.0,0.0,,,2.428805e-06,0.0,1.6537504e-11,1.737429e-17,13.645264
0,POINT (544459.0642061244 707517.3042677745),0.0,0.0,,764.7373633949467,2.1761655e-07,0.0,1.2095891e-08,1.1059949e-20,23.911303
0,POINT (545801.8706446683 713634.5335989194),4.0,7.0,-0.0027333915,440.292330995459,1.4212254,5.0,6.2806646e-07,2.7184649e-06,-3.426749
0,POINT (564929.4023581507 706741.4605477268),0.0,0.0,,,2.4491308e-07,0.0,5.6885195e-14,9.636041e-21,12.028454
0,POINT (524943.6106326182 721870.413088656),0.0,0.0,,,1.9244823e-07,0.0,1.6031318e-12,7.285016e-33,15.912481
0,POINT (523779.84505254676 718498.4769207566),0.0,0.0,,,1.4825485,0.0,9.478684e-07,3.584479e-06,2.737732
0,POINT (526107.3762126897 721840.5729455772),0.0,0.0,,,1.9244813e-07,0.0,2.1885469e-12,7.284272e-33,16.223768
0,POINT (532493.1668315434 719990.4840746943),0.0,0.0,,,7.3361534e-06,0.0,1.6869617e-12,1.5241531e-16,8.654782
0,POINT (529389.7919513528 707606.8246970108),0.0,0.0,,,1.5750997e-07,0.0,1.4900525e-12,5.280121e-21,15.087538
0,POINT (531001.1596776056 716916.9493375826),0.0,0.0,,,2.804654e-07,0.0,2.0451819e-13,4.454093e-20,11.827421
0,POINT (547383.3982278424 715126.5407528572),0.0,0.0,,,2.1419676e-07,0.0,1.689674e-13,8.110138e-21,13.4608755
0,POINT (556991.9242992017 710411.7981464138),5.0,7.0,0.0392706,444.2405641327265,1.4263458,2.0,2.033987e-07,8.0326134e-07,-4.0533495
0,POINT (561826.0274779601 713634.5335989194),3.0,7.0,0.027753828,444.2405641327265,1.2720697,2.0,4.1424002e-07,2.9953824e-06,-3.3238442
0,POINT (519572.3848784422 720796.1679378208),0.0,0.0,,,1.911995e-07,0.0,6.604922e-13,6.4306e-40,15.038766
0,POINT (523869.365481783 709397.2332817361),2.0,2.0,0.18167143,530.6180250214139,0.45402288,10.0,1.2833243e-07,4.950925e-07,0.5743233
0,POINT (547502.7588001575 708889.9508493972),0.0,0.0,,,2.0578122e-07,0.0,1.2372103e-12,8.11917e-21,15.402372
0,POINT (545622.8297861959 721064.7292255296),0.0,0.0,,,5.290143e-07,0.0,9.640296e-12,1.0089763e-18,10.966678
0,POINT (546577.714364716 715424.9421836447),0.0,0.0,,,5.1355624e-07,0.0,8.4713256e-14,5.192947e-19,11.646949
0,POINT (546577.714364716 721959.9335178923),0.0,0.0,,,1.9244854e-07,0.0,1.3027108e-11,7.2866764e-33,18.007566
0,POINT (570330.4682554054 710381.958003335),0.0,0.0,,,1.1701776e-06,0.0,1.2483794e-08,1.8313431e-18,12.250747
0,POINT (519811.10602307227 719065.439639253),9.0,8.0,0.15832861,268.19474382028346,2.902719,3.0,2.3829223e-07,6.737732e-06,-5.234939
0,POINT (524048.4063402556 712590.128591163),9.0,7.0,0.027250707,530.6180250214139,2.5850744,3.0,2.90759e-07,7.031703e-06,-4.824676
0,POINT (573284.6424202023 718498.4769207566),0.0,0.0,,,1.911995e-07,0.0,1.06340284e-13,4.22979e-38,13.210432
0,POINT (537536.151011853 718110.5550607328),6.0,7.0,-0.032371573,394.7367012574402,0.8617333,2.0,2.9398113e-06,3.0450617e-06,-1.0114996
0,POINT (570449.8288277205 709695.6347125237),0.0,0.0,,,1.911995e-07,0.0,1.1298292e-12,4.5059817e-38,15.575591
0,POINT (545980.9115031409 721542.1715147897),0.0,0.0,,,1.9244709e-07,0.0,3.280207e-12,7.2780674e-33,16.62845
0,POINT (567794.0560937112 721631.6919440259),0.0,0.0,,,2.7132882e-07,0.0,6.8896874e-14,4.8164953e-20,11.590169
0,POINT (524466.1683433581 716320.1464760074),6.0,5.0,0.090140074,530.6180250214139,1.4704863,4.0,1.9298852e-07,1.0731888e-05,-3.6939988
0,POINT (526763.8593604224 711068.2812941464),5.0,1.0,0.027556505,530.6180250214139,1.6279646,8.0,2.1093351e-07,5.08406e-06,-4.031382
0,POINT (534910.2184209225 718617.8374930716),0.0,0.0,,,1.6873322e-07,0.0,3.8337097e-14,3.444201e-21,12.44012
0,POINT (549800.4498172216 719393.6812131193),0.0,0.0,,,2.182176e-07,0.0,6.143082e-12,1.881168e-20,16.896244
0,POINT (545473.629070802 721751.052516341),0.0,0.0,,,1.9244781e-07,0.0,1.2379063e-11,7.282432e-33,17.956547
0,POINT (532194.7654007558 718498.4769207566),0.0,0.0,,,1.911995e-07,0.0,7.9482227e-13,9.856671e-38,15.223863
0,POINT (522735.44004479033 714828.1393220696),12.0,6.0,0.048222102,530.6180250214139,2.6694272,2.0,3.97051e-07,7.443724e-06,-4.7717624
0,POINT (531239.8808222356 718289.5959192053),0.0,0.0,,,3.462344e-07,0.0,6.355446e-13,1.1452372e-19,11.585167
0,POINT (537416.7904395381 708084.2669862709),9.0,8.0,0.015027122,433.4480705116316,3.336964,3.0,4.955455e-07,2.4436852e-06,-4.8390117
0,POINT (554365.9917082712 708352.8282739797),0.0,0.0,,,1.908198e-07,0.0,9.1457956e-14,5.77449e-23,13.062153
0,POINT (556454.8017237841 707964.9064139558),0.0,0.0,,,1.911995e-07,0.0,1.8886248e-14,9.36546e-39,11.437142
0,POINT (537058.708722593 712321.5673034542),7.0,7.0,-0.027613878,433.4480705116316,6.579732,7.0,1.3439426e-06,5.79563e-06,-5.265513
0,POINT (526405.7776434772 719184.800211568),0.0,0.0,,,9.038837e-07,0.0,7.420229e-14,1.642251e-18,10.036766
0,POINT (564451.9600688906 714917.6597513059),4.0,7.0,-0.006828778,444.2405641327265,0.9811405,2.0,1.228342e-05,1.7120809e-06,-0.23781992
0,POINT (540758.8864643587 720706.6475085845),0.0,0.0,,,1.9244418e-07,0.0,2.2724204e-13,7.260868e-33,13.958159
0,POINT (570061.9069676966 719692.0826439068),0.0,0.0,,,1.4364522e-07,0.0,2.3069565e-12,8.626674e-21,15.3967905
0,POINT (528882.5095190139 716170.9457606137),0.0,0.0,,,2.4991368e-07,0.0,6.1260594e-13,5.5652686e-20,14.410305
0,POINT (544220.3430614943 714828.1393220696),0.0,0.0,,,4.1671623e-07,0.0,2.4743176e-12,8.210134e-20,14.053792
0,POINT (572031.3564108945 706771.3006908057),0.0,0.0,,,1.911995e-07,0.0,1.7320387e-13,2.467362e-38,13.70014
0,POINT (553739.3487036173 716708.0683360313),0.0,0.0,,,1.911995e-07,0.0,1.025552e-12,2.3306648e-38,15.478762
0,POINT (518945.74187378836 709546.4339971299),5.0,4.0,0.13832211,476.23197766739804,1.9854902,9.0,1.6299437e-07,3.7608495e-06,-4.810004
0,POINT (528434.9073728326 721422.8109424746),0.0,0.0,,,1.9244668e-07,0.0,3.2544468e-12,7.275641e-33,16.620544
1,POINT (557379.8461592256 713574.8533127619),-1.0,7.0,-0.023878274,444.2405641327265,0.2082379,8.0,5.2140326e-06,2.0075164e-07,10.949147
0,POINT (545742.1903585108 707248.7429800658),0.0,0.0,,,1.911995e-07,0.0,7.0848205e-13,5.2743086e-38,14.742568
0,POINT (535119.0994224739 710322.2777171775),4.0,5.0,0.1781404,433.4480705116316,2.1706862,9.0,1.7920951e-07,1.1836309e-05,-4.921387
0,POINT (533656.9324116148 713455.4927404469),2.0,7.0,-0.004912622,433.4480705116316,2.0350742,3.0,1.2528077e-06,9.327018e-06,-3.0759146
0,POINT (541862.9717582726 708412.5085601371),4.0,2.0,0.16523238,433.4480705116316,1.5515468,6.0,1.4485339e-05,4.266082e-06,-0.06291571
0,POINT (544399.3839199669 712142.5264449816),2.0,7.0,-0.005790807,438.754352985379,1.3735528,7.0,5.4043935e-06,3.8633934e-06,-1.7512801
0,POINT (535924.7832856002 721840.5729455772),0.0,0.0,,,1.9244813e-07,0.0,7.3941565e-12,7.284227e-33,17.441227
0,POINT (572150.7169832095 708621.3895616884),0.0,0.0,,,1.911995e-07,0.0,1.1481943e-12,6.9605096e-38,15.591736
0,POINT (524913.7704895395 709158.512137106),5.0,2.0,0.20125397,530.6180250214139,2.5879383,0.0,1.1455775e-06,2.7902763e-06,-3.964042
0,POINT (547055.1566539761 706741.4605477268),0.0,0.0,,,2.4049967e-07,0.0,2.7758928e-12,3.1323423e-20,15.929183
1,POINT (534940.0585640013 714828.1393220696),0.0,7.0,-0.008576894,433.4480705116316,1.1716963,2.0,1.9237557e-07,4.160306e-06,4.717188
0,POINT (545055.8670676994 716320.1464760074),0.0,0.0,,,1.911995e-07,0.0,4.4188473e-13,6.845535e-39,14.636545
0,POINT (566510.9299413247 708412.5085601371),0.0,0.0,,,1.911995e-07,0.0,3.6616757e-13,5.0403e-41,14.273303
0,POINT (526465.4579296347 713574.8533127619),5.0,7.0,0.014520835,530.6180250214139,1.1790459,2.0,7.3051484e-07,8.3152804e-07,-2.7934048
0,POINT (545682.5100723533 706264.0182584667),0.0,0.0,,,1.1540992e-07,0.0,9.494418e-15,1.9260115e-20,11.817722
0,POINT (558185.5300223519 716827.4289083462),0.0,0.0,,,1.911995e-07,0.0,9.59818e-13,5.181908e-38,15.412496
0,POINT (522556.39918631775 715932.2246159835),7.0,7.0,0.10298886,530.6180250214139,1.4428304,2.0,3.988631e-07,3.1767815e-06,-3.1103199
0,POINT (568689.2603860738 721333.2905132384),0.0,0.0,,,1.8284179e-07,0.0,4.0565655e-14,1.3697221e-21,12.30561
0,POINT (566481.0897982459 707099.5422646719),0.0,0.0,,,3.560389e-07,0.0,1.3816579e-13,1.7552487e-18,12.854948
0,POINT (526435.617786556 720497.7665070333),0.0,0.0,,,3.4624392e-07,0.0,2.5956402e-13,1.1454195e-19,12.263523
0,POINT (521392.6336062463 715454.7823267236),11.0,7.0,-0.0002490424,476.23197766739804,1.4068763,2.0,5.62579e-07,4.7917724e-06,-3.1451447
0,POINT (525719.4543526659 712112.6863019029),2.0,7.0,0.031651713,530.6180250214139,1.8799841,7.0,5.38622e-07,3.1756792e-06,-3.929837
0,POINT (572180.5571262883 707845.5458416408),0.0,0.0,,,1.911995e-07,0.0,7.393274e-13,6.276629e-38,15.151522
0,POINT (559588.0167470535 706323.6985446243),0.0,0.0,,,1.8163047e-06,0.0,1.5328804e-13,4.4475785e-18,9.077218
0,POINT (523212.8823340504 716529.0274775587),6.0,5.0,0.11484448,530.6180250214139,1.2124912,3.0,2.0446905e-05,2.0751443e-06,-0.35694817
0,POINT (526316.257214241 707606.8246970108),0.0,0.0,,,1.9239911e-07,0.0,3.2484272e-13,6.993988e-33,14.316342
0,POINT (531329.401251472 719841.2833593006),0.0,0.0,,,6.163989e-06,0.0,1.0111263e-10,6.3030216e-17,13.29986
0,POINT (520258.7081692536 706264.0182584667),0.0,0.0,,,1.2844421e-07,0.0,6.432624e-12,6.2605237e-21,18.109858
0,POINT (541504.8900413276 719632.4023577493),0.0,0.0,,,2.1289883e-07,0.0,5.0430157e-13,4.961867e-21,14.419129
0,POINT (521810.3956093489 710262.59743102),4.0,2.0,0.19369738,479.3933206313582,1.3904945,10.0,4.0894096e-07,1.4423414e-06,-2.9895964
0,POINT (517185.1734321418 720975.2087962934),0.0,0.0,,,2.0765327e-07,0.0,7.8215884e-13,1.2155774e-20,14.834986
0,POINT (560900.9830425187 707129.3824077507),0.0,0.0,,,3.4618637e-07,0.0,1.5050622e-12,1.1443251e-19,13.671811
0,POINT (569644.144964594 721392.9707993959),0.0,0.0,,,3.453831e-07,0.0,1.2287953e-11,1.1160896e-19,16.563597
0,POINT (574030.6459971712 707815.7056985621),0.0,0.0,,,1.911995e-07,0.0,1.6465083e-12,5.793286e-38,15.952209
0,POINT (549382.687814119 719154.9600684892),0.0,0.0,,,3.453788e-07,0.0,2.6234082e-12,1.1160896e-19,11.848793
0,POINT (547771.3200878663 711486.043297249),4.0,7.0,-0.0027419853,440.292330995459,1.0336559,5.0,2.0260855e-07,1.8708237e-06,-3.2465913
1,POINT (541922.6520444301 707129.3824077507),0.0,8.0,0.02866174,685.5934293881633,1.815516e-07,4.0,5.871471e-14,1.4671968e-21,12.723654
0,POINT (557648.4074469344 721780.8926594197),0.0,0.0,,,4.6567794e-07,0.0,6.2784554e-13,2.0786648e-19,12.860906
0,POINT (537476.4707256956 718379.1163484416),6.0,7.0,-0.03272581,321.5056396746702,1.7924893,2.0,4.4349156e-07,1.2759358e-06,-3.817858
1,POINT (559647.6970332109 713186.9314527381),0.0,7.0,0.07167706,444.2405641327265,0.4843085,4.0,5.464376e-07,6.876029e-07,2.9146717
0,POINT (532105.2449715196 706323.6985446243),0.0,0.0,,,1.9239474e-07,0.0,3.5853308e-12,6.967926e-33,16.717913
0,POINT (547025.3165108974 710023.87628639),1.0,7.0,0.027583407,440.292330995459,0.6665052,2.0,1.1496804e-05,1.0418978e-06,4.2745924
0,POINT (525838.8149249809 708293.1479878222),7.0,8.0,0.14484304,530.6180250214139,2.171856,10.0,2.8659008e-07,1.8432087e-06,-4.580292
0,POINT (564571.3206412056 707457.623981617),0.0,0.0,,,9.954528e-06,0.0,9.044231e-13,1.6077524e-16,7.412102
1,POINT (568927.981530704 718498.4769207566),-1.0,5.0,0.034686424,389.9206706472762,0.028243463,11.0,3.2460076e-08,2.7235933e-08,12.3610935
0,POINT (539804.0018858385 709277.8727094211),2.0,7.0,0.018810058,433.4480705116316,0.2735614,5.0,1.1228709e-07,2.6386925e-07,4.5463977
0,POINT (556812.8834407291 721601.8518009472),0.0,0.0,,,3.985801e-07,0.0,6.018784e-14,8.004869e-20,11.173706
0,POINT (553321.5867005148 710292.4375740988),3.0,7.0,-0.014335562,440.292330995459,1.8921281,4.0,5.0113283e-07,5.580984e-06,-3.6202347
0,POINT (573463.6832786747 710262.59743102),0.0,0.0,,,1.911995e-07,0.0,1.4235712e-12,2.3510666e-38,15.806711
0,POINT (552873.9845543334 712888.5300219505),5.0,7.0,-0.020379763,440.292330995459,1.4988939,3.0,1.3172769e-07,4.3702075e-06,-4.4930916
0,POINT (550277.8921064817 718050.8747745752),0.0,0.0,,,4.2974662e-07,0.0,9.152255e-13,9.007786e-21,12.201346
0,POINT (555052.3149990826 707397.9436954595),0.0,0.0,,,2.0890185e-07,0.0,7.9181193e-13,3.6045998e-20,15.058272
0,POINT (549114.1265264102 706830.9809769631),0.0,0.0,,,7.8602267e-07,0.0,1.7721909e-13,2.052399e-18,12.333023
0,POINT (572359.5979847608 716708.0683360313),2.0,6.0,0.059588462,566.2173215223089,0.3599176,9.0,8.109128e-08,3.7705794e-07,2.0508902
0,POINT (567256.9335182937 717125.8303391339),6.0,7.0,0.03686662,566.2173215223089,3.6280873,3.0,3.606681e-07,5.752106e-07,-5.3178773
0,POINT (554783.7537113738 708621.3895616884),0.0,0.0,,,1.9240257e-07,0.0,2.602236e-13,7.0142945e-33,14.059772
0,POINT (553948.2297051686 714619.2583205183),0.0,0.0,,,5.563401e-07,0.0,3.951363e-09,4.7510664e-19,21.314682
0,POINT (542131.5330459814 718677.5177792291),0.0,0.0,,,2.9645207e-07,0.0,2.5444677e-13,1.32462e-20,13.035867
0,POINT (515812.526850519 712649.8088773205),7.0,2.0,0.15091874,476.23197766739804,1.2108529,9.0,2.503613e-07,1.953461e-06,-2.8094099
0,POINT (531090.6801068418 712381.2475896117),4.0,7.0,0.07262607,530.6180250214139,1.698526,6.0,1.9886691e-07,5.1733805e-06,-4.30412
0,POINT (570628.869686193 708233.4677016647),0.0,0.0,,,7.9606593e-07,0.0,7.4771434e-14,1.0008019e-18,10.286129
0,POINT (530493.8772452668 712082.8461588242),2.0,7.0,0.02531875,530.6180250214139,0.41278437,7.0,8.3380776e-08,4.771693e-07,3.0808315
0,POINT (525450.8930649571 720706.6475085845),0.0,0.0,,,1.911995e-07,0.0,1.8969806e-13,1.3739196e-38,13.790978
0,POINT (517841.6565798744 712261.8870172966),2.0,2.0,0.15927348,476.23197766739804,2.593981e-07,7.0,5.420279e-14,2.8608946e-20,11.616917
0,POINT (518229.5784398982 720467.9263639544),0.0,0.0,,,2.799191e-06,0.0,2.8438e-13,1.25480015e-17,9.402698
0,POINT (528434.9073728326 719721.9227869855),0.0,0.0,,,1.911995e-07,0.0,3.0599611e-13,8.793416e-39,14.268024
0,POINT (520825.67088774993 721064.7292255296),5.0,2.0,0.1483295,268.19474382028346,1.104752,6.0,1.4885605e-07,9.702371e-07,-3.5418599
0,POINT (553978.0698482473 717692.7930576302),0.0,0.0,,,2.9377497e-07,0.0,9.660213e-13,4.7140785e-19,14.633744
0,POINT (557648.4074469344 707248.7429800658),0.0,0.0,,,1.911995e-07,0.0,6.6210173e-14,5.6955647e-38,12.733804
0,POINT (570509.509113878 709277.8727094211),0.0,0.0,,,1.911995e-07,0.0,1.3751194e-12,3.605821e-38,15.772077
0,POINT (564810.0417858356 715365.2618974872),6.0,7.0,0.015416915,444.2405641327265,2.8153753,2.0,3.0451827e-07,2.2694503e-06,-4.9884334
0,POINT (531389.0815376295 706592.2598323331),0.0,0.0,,,5.3829262e-06,0.0,1.264734e-10,3.983113e-17,9.271147
0,POINT (516827.09171519673 709546.4339971299),6.0,3.0,0.20606628,476.23197766739804,1.2984473,10.0,4.4573034e-07,9.328077e-07,-2.9789023
0,POINT (534999.7388501589 716051.5851882986),1.0,7.0,-0.016532747,433.4480705116316,4.90514,2.0,8.0535335e-07,3.6329537e-05,-4.9273806
0,POINT (544280.0233476518 712590.128591163),7.0,7.0,-0.01887739,437.1009835680478,3.048274,4.0,9.57373e-07,1.0309868e-05,-4.1777673
0,POINT (568599.7399568376 710919.0805787527),15.0,2.0,0.097548254,566.2173215223089,1.2794651,8.0,2.031829e-07,3.326662e-06,-3.5640984
0,POINT (533209.3302654335 716439.5070483225),5.0,7.0,0.016268501,518.1722507774581,1.7378734,2.0,1.4266682e-07,1.534763e-05,-4.600614
1,POINT (543683.2204860767 707636.6648400895),0.0,7.0,0.04128041,584.5446277211975,1.611939e-07,0.0,6.7965056e-14,4.5937665e-21,12.069463
0,POINT (519035.26230302465 709218.1924232636),4.0,4.0,0.1315181,476.23197766739804,3.799859,8.0,8.080746e-07,7.62598e-06,-4.3106403
0,POINT (571046.6316892955 707964.9064139558),0.0,0.0,,,3.8893995e-07,0.0,8.329125e-12,1.6868902e-19,16.111027
0,POINT (537595.8312980105 719065.439639253),10.0,8.0,-0.039350953,303.01294735578887,3.2071135,2.0,3.1095763e-07,7.801148e-06,-5.2215734
0,POINT (519214.30316149717 713724.0540281556),7.0,7.0,0.0108199725,476.23197766739804,2.2806153,4.0,8.654255e-07,6.1467986e-06,-3.5108073
0,POINT (570091.7471107754 719811.4432162219),0.0,0.0,,,1.9815703e-07,0.0,6.024105e-12,3.6453064e-20,15.698064
0,POINT (567376.2940906086 716051.5851882986),1.0,7.0,0.029666327,566.2173215223089,1.5545433e-07,3.0,8.6454184e-13,1.00780285e-20,15.530273
0,POINT (550606.133680348 719721.9227869855),0.0,0.0,,,3.453799e-07,0.0,8.3994324e-13,1.1160896e-19,13.727354
0,POINT (538282.1545888219 715633.823185196),3.0,7.0,-0.023983669,433.4480705116316,1.3252537,2.0,2.1963739e-07,8.033563e-07,-3.8425026
0,POINT (565138.283359702 714768.4590359122),6.0,7.0,0.005476824,444.2405641327265,1.1150775,3.0,8.8940595e-07,3.1133075e-06,-2.5214653
0,POINT (518080.37772450445 718170.2353468903),12.0,8.0,0.14987883,388.53386207589244,2.3808918,4.0,2.073331e-07,1.456023e-05,-5.002107
0,POINT (560841.3027563612 707218.9028369869),0.0,0.0,,,3.4618674e-07,0.0,1.7261396e-12,1.1443324e-19,13.776409
0,POINT (536044.1438579153 715066.8604666997),4.0,7.0,-0.015198582,433.4480705116316,1.0581092,2.0,5.120218e-07,1.6999692e-06,-2.5503666
1,POINT (537267.5897241443 711933.6454434303),0.0,7.0,-0.015946535,433.4480705116316,1.0131214,7.0,7.671425e-07,1.1360739e-06,-1.0217578
0,POINT (545801.8706446683 719811.4432162219),0.0,0.0,,,1.9244108e-07,0.0,2.0466753e-12,7.242478e-33,16.15682
0,POINT (530881.7991052906 716290.3063329287),0.0,0.0,,,1.6464915e-07,0.0,4.36964e-12,3.2436735e-21,14.735968
0,POINT (544757.4656369119 718319.436062284),0.0,0.0,,,1.924359e-07,0.0,3.1552045e-13,7.2118636e-33,14.285944
0,POINT (551113.4161126869 713574.8533127619),1.0,7.0,-0.007961329,440.292330995459,0.3569097,7.0,1.0650456e-07,4.1490597e-07,3.0243661
0,POINT (566003.6475089858 716976.6296237401),5.0,7.0,0.0020591817,444.2405641327265,1.7042576,3.0,3.075144e-07,2.2711006e-06,-3.950942
0,POINT (551680.3788311832 706920.5014061994),0.0,0.0,,,1.911995e-07,0.0,2.8322432e-13,3.7691543e-38,14.1919775
0,POINT (520885.35117390746 709665.794569445),3.0,2.0,0.1846174,476.23197766739804,1.9137075,10.0,7.9809234e-07,2.4571227e-06,-3.2663248
0,POINT (543265.4584829741 713903.0948866282),8.0,7.0,-0.036568318,433.4480705116316,4.6657367,10.0,4.91552e-07,1.2846422e-05,-5.5198193
0,POINT (544876.826209227 715275.741468251),0.0,0.0,,,1.593616e-07,0.0,7.524142e-12,9.276406e-21,15.391225
0,POINT (523869.365481783 719602.5622146706),0.0,0.0,,,2.083387e-07,0.0,4.3899246e-13,3.1182098e-21,14.356695
0,POINT (524973.450775697 719960.6439316156),0.0,0.0,,,2.7087244e-06,0.0,1.9219995e-11,1.9116606e-17,11.1595745
0,POINT (525898.4952111384 707159.2225508294),0.0,0.0,,,1.9239758e-07,0.0,4.0207282e-14,6.98475e-33,12.207359
0,POINT (517423.8945767718 716141.1056175348),7.0,7.0,0.016104627,476.23197766739804,1.0011152,2.0,1.1364976e-06,1.1873697e-06,-2.7156146
0,POINT (559319.4554593447 710411.7981464138),2.0,8.0,-0.021444902,444.2405641327265,0.56575227,3.0,1.9155045e-06,9.672774e-07,1.4508414
0,POINT (562422.8303395353 718438.7966345991),0.0,0.0,,,6.081179e-06,0.0,2.2459794e-11,2.8524804e-17,10.018996
0,POINT (547562.439086315 709367.3931386573),0.0,0.0,,,1.9938712e-07,0.0,2.3588501e-13,4.5590132e-21,13.264501
1,POINT (530076.1152421642 711605.4038695641),-4.0,7.0,0.033460207,530.6180250214139,2.0103157e-07,6.0,9.792689e-13,9.347582e-21,13.750452
0,POINT (550098.8512480091 716737.90847911),0.0,0.0,,,1.7578576e-06,0.0,1.3535671e-12,4.136573e-18,9.751324
0,POINT (534731.1775624501 711903.8053003516),0.0,7.0,-0.007027705,433.4480705116316,2.0260677,4.0,2.6127605e-05,3.837466e-06,-1.3811514
0,POINT (528673.6285174626 718856.5586377017),0.0,0.0,,,4.273065e-06,0.0,9.483899e-13,2.5125176e-17,8.774153
0,POINT (521213.5927477738 716290.3063329287),7.0,7.0,0.0029883878,476.23197766739804,0.9620512,3.0,5.390495e-07,1.2722954e-06,-2.5198495
0,POINT (549173.8068125678 721243.7700840022),0.0,0.0,,,1.9244605e-07,0.0,1.4199222e-11,7.27195e-33,18.093746
0,POINT (545324.4283554083 715723.3436144323),0.0,0.0,,,2.7126623e-07,0.0,1.542326e-12,5.089005e-20,13.298046
0,POINT (516916.61214443296 712470.7680188479),7.0,2.0,0.17300168,476.23197766739804,0.73175627,5.0,6.0071876e-08,4.526854e-06,-3.7490232
0,POINT (544876.826209227 707010.0218354356),0.0,0.0,,,6.5601785e-06,0.0,3.1063476e-12,1.1285752e-16,10.699008
0,POINT (527420.3425081549 718498.4769207566),0.0,0.0,,,5.662744e-07,0.0,1.313215e-12,1.7146954e-19,11.800509
1,POINT (536581.2664333329 716976.6296237401),0.0,7.0,-0.022608124,433.4480705116316,1.4938108e-07,2.0,4.2208977e-13,7.561628e-21,14.643393
0,POINT (520318.3884554111 711814.2848711153),6.0,4.0,0.1245191,476.23197766739804,2.3378026,0.0,2.5530835e-07,4.284477e-06,-4.751832
0,POINT (524316.9676279643 709695.6347125237),8.0,2.0,0.2251942,530.6180250214139,3.0269525,10.0,2.484909e-07,4.940175e-06,-5.2710404
0,POINT (553142.5458420422 717603.272628394),0.0,0.0,,,1.9243343e-07,0.0,2.1461757e-14,7.1971015e-33,11.535079
0,POINT (535417.5008532614 718587.9973499929),0.0,0.0,,,1.911995e-07,0.0,4.7905955e-13,2.2021398e-38,14.716025
