label,DEM,LULC,NDVI,RAIN,SLOPE,SOIL,SPI,TOTAL_CURVATURE,TWI
0,5.0,7.0,0.008643355,440.292330995459,1.0246643,7.0,1.214528e-07,1.2342969e-06,-3.6725955
0,4.0,7.0,0.024594042,530.6180250214139,2.5137713,18.0,2.273804e-06,3.4176956e-06,-3.7542806
0,4.0,7.0,0.07250896,444.2405641327265,1.2939686e-06,8.0,1.7164048e-13,7.677418999999999e-19,9.732499
0,4.0,7.0,-0.009085266,433.4480705116316,1.2387567,2.0,1.0169293e-07,1.4363602e-06,-4.3760314
0,3.0,7.0,0.038760364,476.2319776673981,1.2476561,2.0,8.0556543e-07,2.870225e-06,-2.0345304
0,3.0,7.0,-0.023409829,433.4480705116316,2.2114513,6.0,8.515716e-07,4.6149275e-06,-3.2258453
0,4.0,7.0,0.010945347,440.292330995459,2.8893218,2.0,1.6874028e-06,4.2606584e-06,-3.4621384
0,6.0,7.0,0.04594968,444.2405641327265,0.98119044,2.0,2.1171586e-07,1.5152407e-06,-3.3464634
0,2.0,7.0,-0.01530668,444.2405641327265,0.9929268,8.0,1.029099e-07,2.3125929e-06,-3.9362514
0,7.0,7.0,0.018407656,476.2319776673981,1.79791,2.0,2.100614e-06,2.2004288e-06,-2.0357778
0,5.0,7.0,0.008899324,444.2405641327265,0.57612246,5.0,9.2910005e-07,1.0023589e-06,-1.4544113
0,5.0,7.0,-0.02242296,303.01294735578887,1.1075771,6.0,3.2792864e-06,1.7720604e-06,-0.43590814
0,3.0,7.0,-0.010450746,444.2405641327265,2.0949938,4.0,1.0140496e-06,2.933467e-06,-3.3762708
0,6.0,2.0,0.18417664,471.2255188552688,0.84052885,0.0,6.900131e-08,6.8308477e-06,-3.9348319
0,3.0,7.0,-0.026605524,305.2320704340545,0.90758896,5.0,2.3100117e-07,1.0510106e-06,-2.8097227
1,0.0,1.0,-0.03091985,530.6180250214139,1.3761501,0.0,3.8075884e-06,4.1547564e-06,-1.1125853
0,6.0,2.0,0.09785172,389.9206706472762,3.5394547,4.0,3.818362e-07,2.9791731e-06,-5.252716
0,7.0,7.0,0.07055064,530.6180250214139,2.8938422,4.0,5.226631e-07,9.25553e-06,-4.685254
0,4.0,7.0,-0.0111157065,433.4480705116316,1.2076138,5.0,1.4751119e-07,1.5505008e-06,-3.8983889
0,6.0,7.0,0.0055292784,530.6180250214139,1.9523171,2.0,3.0893696e-07,4.3475757e-06,-4.4266076
1,0.0,7.0,0.011064556,440.6629125153888,2.0349745e-07,6.0,4.9880087e-13,1.2269362e-20,14.595675
0,7.0,4.0,0.15562734,476.2319776673981,2.8849382,6.0,3.2645798e-07,6.237906e-06,-5.0086613
1,1.0,7.0,0.021327538,530.6180250214139,1.820736e-07,6.0,3.5941194e-13,8.4703376e-21,13.590416
0,2.0,7.0,-0.009279674,433.4480705116316,0.64891076,7.0,5.3270867e-08,2.8224855e-07,-3.0676048
0,8.0,7.0,0.021895535,440.292330995459,2.8957102,4.0,8.26404e-07,6.0130733e-06,-4.5465927
0,6.0,7.0,0.047202546,530.6180250214139,1.1005547,2.0,9.034756e-08,3.1302677e-06,-4.2290936
