label,DEM,LULC,NDVI,RAIN,SLOPE,SOIL,SPI,TOTAL_CURVATURE,TWI
1,-2.0,7.0,-0.013630377,433.4480705116316,0.79805046,3.0,5.9291045e-07,1.5137982e-06,-1.5611858
1,1.0,6.0,0.07974471,566.2173215223089,0.30903602,6.0,7.1738646e-07,4.8864666e-07,7.131419
1,2.0,7.0,0.06852643,530.6180250214139,0.9815804,6.0,2.3635035e-07,9.628742e-07,-3.083018
0,5.0,7.0,-0.0041541574,566.2173215223089,2.1464016,4.0,4.762733e-07,3.850354e-06,-3.8031902
0,4.0,5.0,0.16390637,476.2319776673981,1.9576545,9.0,8.8760487e-07,5.783273e-06,-3.1605184
0,4.0,2.0,0.20929971,476.2319776673981,1.5814904,12.0,5.2239816e-06,1.3422901e-06,-2.9786837
1,0.0,3.0,-0.01695334,530.6180250214139,1.6047545e-07,0.0,7.2050456e-12,8.532193e-21,16.74196
0,3.0,7.0,0.022142963,530.6180250214139,0.82608205,2.0,8.2934235e-07,1.0686259e-06,-1.4146837
0,2.0,7.0,-0.00971279,444.2405641327265,1.581027,6.0,3.185493e-07,8.245366e-07,-3.8061023
0,5.0,2.0,0.17802395,476.2319776673981,0.84504354,10.0,3.2360907e-07,1.5534779e-06,-3.2427354
0,5.0,7.0,0.044750806,476.2319776673981,0.9727917,2.0,1.7144704e-07,1.6594083e-06,-3.474858
0,5.0,7.0,-0.038013905,433.4480705116316,4.2694726,6.0,6.27374e-06,9.493903e-06,-4.436425
1,-2.0,7.0,-0.008532653,433.4480705116316,0.33047357,3.0,4.6255747e-05,6.3768454e-07,8.327768
0,4.0,7.0,0.08475224,545.2535255240493,2.9521937,4.0,1.5361763e-06,7.2583987e-07,-3.997864
0,6.0,7.0,0.00872686,476.2319776673981,2.223875,2.0,2.8499597e-05,4.2367515e-06,-0.107806414
0,15.0,7.0,0.08287151,530.6180250214139,3.768374,2.0,3.0935632e-07,2.6121508e-05,-5.466012
0,7.0,7.0,0.03161177,476.2319776673981,1.9101677,3.0,1.5681091e-07,2.109017e-06,-4.8062725
0,3.0,7.0,0.04253227,444.2405641327265,1.1032797,4.0,3.839186e-07,2.7273288e-06,1.4407722
0,7.0,7.0,0.04548643,444.2405641327265,2.5440414,2.0,1.4915854e-06,2.2024406e-06,-3.2793143
0,3.0,7.0,0.016603952,362.18956277620896,2.5333269,3.0,1.555513e-06,3.4934342e-06,-3.1847477
0,11.0,2.0,0.18964902,566.2173215223089,1.1892083,8.0,3.7213151e-06,3.2265796e-06,-1.6664356
0,2.0,7.0,0.0068127364,444.2405641327265,0.5682826,7.0,6.8068736e-08,1.1365969e-06,-0.78205043
0,2.0,7.0,0.07648032,476.2319776673981,1.4344344,7.0,0.00032430564,2.6653663e-06,1.0468493
0,4.0,8.0,0.1282273,685.5934293881633,0.83543676,3.0,9.826748e-08,2.0599446e-06,-3.7122538
0,6.0,7.0,-0.016581824,433.4480705116316,1.8217443,2.0,5.825382e-07,1.3132376e-06,-3.4328272
0,10.0,7.0,0.032483146,447.75215289417343,2.5006256,2.0,2.730848e-07,1.30491235e-05,-4.579495
0,4.0,7.0,0.0016020348,530.6180250214139,1.0434952,5.0,1.2808867e-07,4.8482757e-06,-3.8360424
0,9.0,7.0,0.009858821,530.6180250214139,2.0610697,2.0,2.4403207e-07,9.952786e-06,-4.615532
0,3.0,7.0,0.017179653,566.2173215223089,0.028334124,3.0,4.65204e-09,2.7334352e-08,10.365237
0,8.0,7.0,0.0417372,530.6180250214139,2.4688659,2.0,2.0267602e-07,1.1057786e-05,-5.040987
1,0.0,7.0,-0.0008355617,444.2405641327265,2.0630291e-07,8.0,4.8337107e-10,2.2928445e-21,17.142733
1,0.0,7.0,0.0029046633,433.4480705116316,0.42089766,6.0,3.882424e-07,7.4336094e-07,3.6053765
0,3.0,7.0,0.03347289,444.2405641327265,0.6583546,0.0,5.8228505e-08,1.9047112e-06,-3.7113993
1,1.0,7.0,0.06643588,530.6180250214139,1.3979485,5.0,1.7300874e-05,1.0582351e-06,-0.94410306
0,5.0,1.0,0.12513588,433.4480705116316,4.3477225,7.0,7.320103e-07,4.1830253e-06,-4.9729548
0,10.0,2.0,0.11081313,474.4395655274764,2.5753953,7.0,2.1142134e-07,3.3075767e-06,-5.0353336
0,4.0,7.0,-0.016133003,433.4480705116316,1.3751649,2.0,4.874558e-07,7.009575e-06,-2.8033059
0,7.0,7.0,0.06402182,530.6180250214139,1.9705176,8.0,1.6176521e-07,3.284911e-06,-4.846119
0,4.0,7.0,0.021691145,440.292330995459,1.2598838,4.0,3.200011e-07,3.7430884e-06,1.7434806
0,2.0,7.0,0.10608135,518.1722507774581,5.1715335e-07,3.0,7.510561e-12,4.3374305999999995e-19,14.718299
0,3.0,7.0,-0.01409197,444.2405641327265,2.2605495,3.0,2.4877568e-07,8.405366e-06,-4.6087184
0,5.0,7.0,0.069867656,530.6180250214139,2.0629652,4.0,3.3472378e-07,2.3893544e-06,-4.213545
0,5.0,7.0,0.024910714,433.4480705116316,0.24325489,2.0,6.296714e-07,7.860302e-07,3.3554945
0,2.0,2.0,0.13782997,476.2319776673981,0.3376514,10.0,9.8951055e-08,8.6394294e-07,11.572166
0,11.0,7.0,-6.021934e-05,566.2173215223089,1.0863348,3.0,8.9180205e-08,3.426626e-06,-3.9314766
0,1.0,7.0,0.01840322,444.2405641327265,0.5855104,7.0,9.6132304e-08,7.027507e-07,-0.31758845
0,5.0,2.0,0.18049902,476.2319776673981,1.8914258,9.0,5.347753e-06,2.8859008e-06,-2.5203996
0,4.0,7.0,0.0785008,440.292330995459,1.3696754,4.0,1.12440425e-07,4.497697e-06,-4.4328
0,3.0,7.0,0.024800254,566.2173215223089,1.4440546,5.0,5.10755e-07,3.046676e-06,-0.1127487
0,6.0,7.0,0.017680492,499.1003936534476,1.0841931,3.0,1.5293689e-07,1.0999581e-06,-3.6368742
0,2.0,7.0,0.058496412,566.2173215223089,1.7776955e-07,8.0,1.925787e-13,3.9674603e-21,13.639936
0,8.0,7.0,0.005952641,530.6180250214139,3.7656841,3.0,8.1499684e-07,1.1839716e-05,-4.6206307
0,1.0,4.0,0.14224143,268.19474382028346,2.733894e-07,4.0,1.5002141e-13,1.1486843e-19,12.517205
0,6.0,7.0,-0.0043332386,433.4480705116316,2.4686122,2.0,2.0265523e-07,1.1030284e-05,-4.8848324
0,2.0,7.0,0.065235585,476.2319776673981,1.121933,5.0,7.308247e-07,1.9024687e-06,-3.0974367
0,9.0,7.0,0.018726094,476.231977667398,5.8849645,5.0,4.8311335e-07,0.00010051357,-5.94226
0,8.0,7.0,0.0066173202,476.2319776673981,0.7869149,2.0,2.1418447e-07,2.857046e-06,-2.8063436
1,-12.0,7.0,-0.01883421,433.4480705116316,0.011090282,4.0,1.1237646e-08,3.3651006e-08,17.64486
0,1.0,7.0,0.035454072,466.4003503589333,2.0463622e-07,2.0,1.4897385e-12,1.5023203e-20,14.3971195
0,7.0,2.0,0.21944001,444.2405641327265,0.087179236,9.0,2.9149536e-05,8.409503e-08,12.5342045
0,3.0,7.0,-0.008208632,440.292330995459,1.279595,4.0,1.3250386e-07,1.2570068e-06,-4.3432403
0,10.0,2.0,0.073713064,444.2405641327265,1.8155596,8.0,2.2470167e-07,2.4033902e-06,-4.371908
0,6.0,7.0,-0.006941754,433.4480705116316,1.4885551,4.0,2.6906187e-07,2.171898e-06,-3.8693497
0,5.0,7.0,0.008772508,444.2405641327265,0.8169164,4.0,2.6209733e-07,1.8530986e-06,-2.9834101
0,8.0,3.0,0.1649861,530.6180250214139,1.3198003,7.0,1.2062412e-07,3.2450482e-06,-4.246891
0,11.0,7.0,0.0002738455,444.2405641327265,2.5469735,2.0,3.467066e-07,8.200782e-06,-4.6533856
0,7.0,7.0,-0.023982584,440.292330995459,1.6666396,3.0,3.1086506e-07,5.7678853e-06,-3.9726865
0,4.0,7.0,0.022372432,440.292330995459,1.7450787,3.0,1.4786215e-07,2.6240657e-06,-4.651841
0,7.0,5.0,0.101744436,530.6180250214139,1.3122855,3.0,1.5533787e-07,1.5403768e-06,-4.2262225
1,0.0,2.0,0.19399184,476.2319776673981,0.060668726,8.0,1.494157e-08,5.851999e-08,12.15657
0,7.0,7.0,0.018141484,476.2319776673981,0.4428931,2.0,8.4119273e-07,6.3664015e-07,6.238102
0,6.0,7.0,0.13149802,444.2405641327265,1.6922729,4.0,1.8763144e-07,3.4541713e-06,-4.4118032
0,2.0,7.0,0.012645328,440.292330995459,2.9740963,7.0,1.632001e-05,3.4786765e-06,-1.4081851
1,0.0,7.0,-0.030891396,433.4480705116316,0.72648543,2.0,2.5553737e-07,1.6477275e-06,5.263699
0,1.0,1.0,0.17876442,530.6180250214139,1.32817,13.0,2.2529613e-07,1.9169684e-05,-3.6926792
0,7.0,2.0,0.16377185,530.6180250214139,2.6555712,4.0,1.5273815e-06,2.0289767e-06,-3.1440911
0,8.0,7.0,0.060959622,440.292330995459,4.210941,2.0,1.2171146e-06,8.1002445e-06,-4.072566
0,5.0,7.0,0.044633225,268.19474382028346,1.8518671,3.0,1.8821052e-07,4.6621135e-06,-4.6079473
0,12.0,7.0,0.06258928,566.2173215223089,2.9845505,3.0,3.3629848e-07,4.0484547e-06,-5.1085477
0,6.0,2.0,0.17556527,476.2319776673981,1.8289424,6.0,2.870135e-07,4.276695e-06,-4.331559
0,7.0,7.0,0.004354482,433.4480705116316,2.1384041,2.0,2.3863296e-07,4.179627e-06,-4.4968414
0,4.0,2.0,0.2295637,530.6180250214139,0.9460691,0.0,6.7144595e-07,6.939907e-07,-2.234688
0,4.0,7.0,0.018884553,433.4480705116316,3.000067,2.0,6.058971e-07,4.316974e-06,-4.3549595
0,5.0,6.0,0.13292034,566.2173215223089,3.2611954,6.0,2.0763418e-06,6.96295e-06,-3.812407
1,-2.0,7.0,-0.026851907,433.4480705116316,1.7224194e-07,3.0,9.983286e-13,7.62042e-21,14.514574
1,0.0,7.0,0.056444023,440.292330995459,0.48564377,6.0,4.510047e-07,6.5192825e-07,5.483693
0,4.0,2.0,0.15617879,479.3933206313582,2.0604534,3.0,4.0776075e-07,2.549534e-06,-3.964852
0,3.0,7.0,0.0290089,530.6180250214139,0.6907312,2.0,1.9415464e-07,1.5646482e-06,-1.6591558
0,5.0,7.0,0.0854419,433.4480705116316,0.89413863,3.0,3.0721942e-06,1.3151772e-06,-0.4956287
0,6.0,7.0,0.06428742,444.2405641327265,1.5538565,3.0,4.0391555e-07,1.0838256e-06,-3.2631273
0,3.0,7.0,0.028704833,476.2319776673981,0.26875606,5.0,4.7407244e-08,2.8612396e-07,3.6036904
0,12.0,7.0,0.002771916,444.2405641327265,1.0311266,2.0,1.1607947e-07,2.3531443e-06,-3.788569
0,10.0,7.0,0.018128814,530.6180250214139,4.2093973,4.0,7.341969e-07,4.5534366e-06,-5.034414
0,8.0,7.0,0.01635532,476.2319776673981,1.1721637,2.0,1.0247267e-07,1.1175395e-06,-4.078707
0,5.0,7.0,-0.019288396,433.4480705116316,1.5491211,6.0,2.9951295e-07,1.87162e-06,-4.0595
0,13.0,7.0,0.01607757,476.2319776673981,3.8857565,2.0,4.984672e-07,8.416365e-06,-5.090153
1,0.0,7.0,-0.024310295,433.4480705116316,0.8205191,4.0,2.197708e-07,2.2442007e-06,-2.8470654
0,6.0,7.0,0.011702027,530.6180250214139,1.0508399,2.0,1.7674027e-05,2.3343107e-06,-0.32124037
0,2.0,3.0,-0.041999485,440.292330995459,2.264768,4.0,2.3728762e-07,1.531348e-06,-4.7874875
0,9.0,7.0,0.0029588798,530.6180250214139,1.6239911,3.0,1.607898e-06,3.0003434e-06,-2.7478764
1,0.0,7.0,0.03549736,442.5704635026946,0.15831703,4.0,5.1986454e-08,1.5262027e-07,5.2618847
0,1.0,7.0,0.10489838,530.6180250214139,0.5995882,2.0,6.2792657e-07,7.539753e-07,3.3985326
0,12.0,8.0,0.11112025,440.292330995459,2.946068,3.0,3.6718555e-07,3.6588565e-06,-4.917673
0,2.0,7.0,0.067737296,444.2405641327265,1.2321217,6.0,1.2054801e-07,2.0373361e-06,-4.175492
0,7.0,7.0,-0.011748671,433.4480705116316,7.0872855,2.0,5.9887094e-07,9.939748e-06,-6.1057997
0,11.0,5.0,0.097436756,444.2405641327265,3.6652796,9.0,3.0089302e-07,1.2894136e-05,-5.441474
0,10.0,7.0,0.09602705,530.6180250214139,1.219503,2.0,1.0011235e-07,1.7520784e-06,-4.3117647
0,3.0,7.0,0.13252291,268.19474382028346,2.68392e-07,2.0,2.2044431e-13,2.5198653e-20,13.254112
0,16.0,2.0,0.17499182,566.2173215223089,2.5341532,9.0,3.5620218e-07,2.6653918e-06,-4.6308413
0,11.0,7.0,0.08384928,559.9865007497658,1.4965606,3.0,1.2285678e-07,4.3137507e-06,-4.514394
0,2.0,8.0,0.09945274,678.9203953158161,2.1469605,4.0,3.4657077e-07,3.5582862e-06,-4.467109
0,4.0,7.0,-0.031361844,433.4480705116316,2.1510198,2.0,9.135402e-07,4.135245e-06,-3.3644135
0,2.0,7.0,-0.007153162,444.2405641327265,1.403211,3.0,1.15193444e-07,1.0349003e-06,-4.4962406
0,3.0,7.0,0.07221676,530.6180250214139,1.8404399,2.0,4.996925e-07,3.4231116e-06,-4.0353208
0,2.0,2.0,0.21227707,476.2319776673981,1.925621e-07,9.0,3.5660617e-12,7.665383e-21,16.27717
0,5.0,7.0,-0.028972562,433.4480705116316,1.5785822,2.0,2.0334845e-07,1.8990032e-06,-4.2092404
0,6.0,7.0,0.05758256,566.2173215223089,1.8200777,3.0,5.2329887e-07,3.4777088e-06,-3.7734349
0,5.0,7.0,0.073826335,444.2405641327265,1.4941324,2.0,5.59837e-07,3.3940444e-06,-2.7622166
0,4.0,7.0,-0.027206106,303.01294735578887,0.35016763,2.0,8.182099e-08,3.7127748e-07,0.6357517
0,5.0,7.0,0.07747462,476.2319776673981,2.1004362,5.0,2.3284532e-07,7.7883715e-06,-4.7500296
0,4.0,7.0,0.006740438,530.6180250214139,0.6145004,2.0,1.210785e-07,5.4631e-07,0.5088386
0,7.0,7.0,0.066086076,476.2319776673981,0.7427261,2.0,6.0972425e-08,1.437033e-06,-3.6046183
0,6.0,2.0,0.1604576,476.2319776673981,0.57320637,7.0,1.1888258e-07,7.6952676e-07,-3.2456312
1,-1.0,8.0,0.15890352,433.4480705116316,0.009161415,7.0,7.531358e-10,8.836777e-09,14.619469
0,8.0,7.0,0.082924865,566.2173215223089,1.6115944,4.0,4.654913e-07,1.2385434e-06,-3.7860446
0,0.0,7.0,0.03753788,433.4480705116316,0.4358528,6.0,2.8024963e-06,7.92047e-07,1.25145
0,11.0,6.0,0.034754034,440.292330995459,3.2587574,10.0,2.6752048e-07,6.47974e-05,-5.267834
0,7.0,7.0,0.07609865,530.6180250214139,0.24007103,3.0,3.1718965e-08,2.6617806e-07,5.3599706
0,4.0,7.0,0.05545812,566.2173215223089,2.278236,4.0,1.8702666e-07,2.6278822e-06,-4.9904165
0,1.0,7.0,-0.018972175,350.6254515250622,0.95135844,9.0,1.10666605e-07,1.734604e-06,-3.7987025
0,7.0,7.0,0.12960789,268.19474382028346,2.3845086,2.0,8.286795e-07,8.747128e-06,-4.396584
0,5.0,7.0,-0.014905099,440.292330995459,1.0325471,2.0,1.1368552e-06,7.5328153e-06,-0.35837284
0,4.0,7.0,0.032405265,440.292330995459,1.2995262,4.0,1.06681675e-07,4.2450756e-06,-4.4262905
0,8.0,7.0,0.09516321,566.2173215223089,1.5344245,3.0,1.2596513e-07,1.7553385e-06,-4.589348
0,6.0,7.0,-0.0020358665,566.2173215223089,1.9816358,2.0,2.8893797e-07,4.0514014e-06,-4.3838058
0,4.0,7.0,-0.020399319,440.292330995459,1.5762023,6.0,3.9350914e-07,2.6990963e-06,-3.6008563
0,9.0,7.0,0.002999314,476.2319776673981,0.5755226,2.0,5.961621e-08,2.5841389e-06,-3.217258
1,-1.0,7.0,0.05411269,453.4226023117599,1.7055778e-07,4.0,3.982338e-12,4.5733956e-21,14.61202
0,6.0,7.0,0.021468598,433.4480705116316,2.3452506,3.0,1.9252809e-07,3.5816636e-06,-4.9817214
0,6.0,5.0,0.12861615,521.6274493247852,2.856835,2.0,1.2967049e-06,1.912146e-06,-3.8581321
0,2.0,7.0,0.0022341243,444.2405641327265,0.7576053,8.0,1.5066247e-07,6.2084528e-06,-3.2852225
0,4.0,7.0,0.027571797,444.2405641327265,4.527256,3.0,1.7203092e-06,1.11542395e-05,-4.2150235
0,1.0,5.0,0.12596063,530.6180250214139,1.8628408e-07,2.0,7.318566e-13,1.2405796e-20,14.823068
0,13.0,7.0,-0.004194452,476.2319776673981,1.395275,2.0,1.582675e-07,3.4954503e-06,-4.3066735
0,2.0,8.0,0.09709882,476.2319776673981,3.086883e-07,8.0,5.5275022e-14,5.631037e-20,11.4773245
0,16.0,7.0,0.06741122,444.2405641327265,4.7788477,5.0,4.6242945e-07,5.816667e-06,-5.6142197
0,5.0,7.0,-0.00830955,440.292330995459,1.4397589,3.0,2.0640341e-07,3.475974e-06,-4.0468574
0,6.0,7.0,0.06758776,433.4480705116316,2.8309903,4.0,3.0027581e-07,6.8604927e-06,-5.050338
1,0.0,1.0,0.02371093,476.2319776673981,2.416873,0.0,1.3393742e-06,7.0953206e-06,0.23318914
0,5.0,7.0,-0.01995657,440.292330995459,2.415587,3.0,2.0557846e-07,1.4916247e-06,-5.0004373
0,3.0,7.0,0.042607214,444.2405641327265,1.9242128e-07,3.0,3.6915492e-12,7.126572e-33,15.27541
0,9.0,7.0,0.016583279,440.292330995459,2.3370447,3.0,9.3678676e-07,3.8056735e-06,-3.5604722
0,5.0,2.0,0.15652423,286.8943593005592,2.8496774e-07,5.0,2.5030474e-14,6.962512299999999e-20,10.945772
0,5.0,7.0,0.035135534,566.2173215223089,1.7781718,4.0,1.1665062e-06,5.900793e-06,-1.6826812
0,2.0,7.0,0.035863988,444.2405641327265,0.6153684,6.0,1.3392255e-07,8.2147096e-07,-3.170995
0,5.0,7.0,0.010371721,524.0405922677322,0.33605292,3.0,2.7587506e-08,2.310578e-06,-3.062648
0,5.0,7.0,0.018526822,566.2173215223088,0.17477524,3.0,1.347551e-06,8.833568e-07,4.590995
0,8.0,2.0,0.19209121,476.2319776673981,2.0955975,14.0,1.7203338e-07,4.558839e-06,-4.816365
0,3.0,7.0,0.029163588,444.2405641327265,1.3847387,2.0,3.0559443e-07,1.179858e-06,-3.3545015
0,2.0,7.0,-0.010021733,433.4480705116316,3.1307395,2.0,1.4542413e-06,7.4273844e-06,-3.4792266
0,9.0,8.0,0.16600832,404.23199620492414,5.367367,2.0,8.635917e-07,6.505044e-06,-5.3231816
0,5.0,7.0,-0.023106407,433.4480705116316,2.225619,3.0,4.8202895e-07,1.6933474e-06,-3.9610362
0,7.0,7.0,0.02035415,530.6180250214139,1.3981694,2.0,2.4969592e-07,1.7061608e-06,-3.8980982
0,12.0,2.0,0.12544906,566.2173215223089,2.1298897,6.0,3.1633905e-07,2.8332126e-06,-4.401568
0,3.0,7.0,0.061673686,566.2173215223089,0.7042791,9.0,5.679526e-06,9.811132e-07,-0.603569
0,3.0,7.0,-0.00085857016,440.292330995459,0.67608804,3.0,2.9754392e-07,5.715483e-07,-2.6433916
0,5.0,2.0,0.21432915,530.6180250214139,0.83043045,0.0,6.817231e-08,1.4426976e-06,-3.947458
1,0.0,7.0,0.0132880565,433.4480705116316,2.1087596,9.0,5.683944e-07,2.6161429e-06,-3.426692
1,-1.0,8.0,0.14634043,433.4480705116316,0.61888504,5.0,1.3104791e-07,1.5171701e-06,0.57795507
0,9.0,2.0,0.17189173,566.2173215223089,1.626877,11.0,1.8174137e-07,5.466172e-06,-4.404758
0,7.0,7.0,0.046144478,518.8074666755368,0.6271053,3.0,5.1480797e-08,3.2598775e-06,1.4193776
0,5.0,5.0,0.12827574,566.2173215223089,1.963723e-07,4.0,7.0891475e-13,9.702277e-21,13.794931
1,-1.0,7.0,0.009006207,440.292330995459,0.9265358,5.0,1.0955351e-06,2.0487118e-06,1.3757778
0,16.0,2.0,0.22035399,566.2173215223089,3.7257895,10.0,7.47797e-07,1.7882702e-06,-4.6304708
0,3.0,7.0,-0.0021618514,444.2405641327265,1.3274196,4.0,2.4263088e-07,8.986616e-07,-4.26912
1,2.0,6.0,-0.037278347,566.2173215223089,6.738901,4.0,9.706291e-07,6.442537e-05,-5.5627327
0,2.0,7.0,-0.013131687,433.4480705116316,1.1024406,2.0,3.6377455e-07,1.3602161e-06,-3.035461
0,5.0,8.0,0.12953599,566.2173215223089,0.73594695,8.0,1.1750229e-07,6.2025606e-07,-3.3650937
0,3.0,7.0,0.13855179,444.2405641327265,0.44953385,3.0,1.6376259e-06,5.73916e-07,6.875455
0,8.0,7.0,0.12929305,566.2173215223089,1.1600173,3.0,9.5229005e-08,4.395205e-06,-4.236959
0,9.0,7.0,0.071702965,433.4480705116316,1.0609008,0.0,8.709227e-08,6.611668e-06,-4.101661
0,4.0,7.0,0.011898322,440.292330995459,4.3984113,2.0,6.4213805e-07,1.04043365e-05,-5.1318407
0,4.0,8.0,0.11055923,530.6180250214139,1.6071578,7.0,3.400861e-07,6.7269707e-07,-3.7909071
0,1.0,2.0,0.15129498,441.8838114039,0.33731195,0.0,7.672839e-08,5.7304305e-07,-1.3101361
0,2.0,7.0,0.065226264,389.9206706472762,1.0848409,4.0,4.0167384e-07,1.0896669e-06,-1.7930474
0,8.0,7.0,0.014271981,440.292330995459,3.925924,5.0,1.0708256e-06,1.6516604e-05,-4.3046846
0,5.0,7.0,-0.024005266,433.4480705116316,2.7023938,3.0,3.277456e-07,6.3220905e-06,-4.9855704
0,4.0,7.0,0.07919805,530.6180250214139,1.0015163,4.0,0.0001655631,5.8811784e-06,0.70681244
0,7.0,2.0,0.156192,476.2319776673981,2.4879436,0.0,3.4777585e-07,2.0325624e-06,-4.62395
0,5.0,7.0,-0.01422749,440.292330995459,2.08364,3.0,1.9996185e-07,5.1393067e-06,-4.8023
0,4.0,7.0,0.09077527,476.2319776673981,0.055582844,3.0,3.3765792e-07,5.362559e-08,13.639756
0,7.0,2.0,0.17038651,433.4480705116316,1.5520184,6.0,1.3925624e-07,5.6852714e-06,-4.490518
0,5.0,7.0,0.1433295,268.19474382028346,0.66292804,2.0,7.03476e-08,1.1785258e-06,-3.6578174
0,3.0,7.0,0.008322285,444.2405641327265,2.284061,2.0,5.539827e-07,5.0662165e-06,-4.034022
0,2.0,7.0,-0.0048400597,444.2405641327265,1.7846105,4.0,3.065634e-07,8.85125e-06,-4.0795555
0,5.0,7.0,0.10151559,530.6180250214139,1.6527038,8.0,2.2010563e-07,1.6380426e-06,-4.4134035
1,1.0,7.0,0.044272453,476.2319776673981,1.5190443e-07,2.0,2.795495e-11,6.82879e-21,16.500902
0,6.0,8.0,0.17545635,530.6180250214139,2.0525255,2.0,3.85857e-07,1.2426366e-06,-3.9532013
0,3.0,7.0,0.05123036,566.2173215223089,0.4960391,2.0,1.1976849e-07,5.998089e-07,2.826278
0,3.0,7.0,0.0056671426,359.4357283841192,0.34562072,4.0,1.1255114e-07,6.087554e-07,5.7596197
1,0.0,7.0,0.016151898,444.2405641327265,0.049957383,3.0,1.6404734e-08,4.8189875e-08,12.098237
1,-2.0,7.0,0.062137146,444.2405641327265,0.07954083,0.0,2.8370985e-07,8.849953e-08,12.820582
0,5.0,2.0,0.1461858,476.2319776673981,1.9217802,8.0,1.5776423e-07,9.587354e-07,-4.527312
0,12.0,7.0,0.06798499,530.6180250214139,2.2410812,2.0,1.8397652e-07,6.0922325e-06,-4.9391055
0,11.0,7.0,0.006138813,525.3764910162333,2.2114823,4.0,2.4808497e-07,1.9223748e-06,-4.7209563
0,8.0,5.0,0.13291463,530.6180250214139,1.9512285,2.0,2.654652e-07,3.4049835e-06,-4.5249
0,3.0,7.0,0.06709155,530.6180250214139,0.89650565,5.0,8.250749e-08,9.549175e-07,-3.9335508
0,6.0,7.0,0.002150483,530.6180250214139,1.6163564,4.0,5.022299e-06,7.9568945e-06,2.9260652
0,6.0,7.0,0.012698134,566.2173215223089,2.3525815,3.0,2.3469856e-06,8.291895e-06,-2.5916293
0,9.0,7.0,0.033984635,476.2319776673981,2.4928017,2.0,3.038948e-07,2.0761354e-06,-4.756032
0,4.0,7.0,0.055313393,476.2319776673981,3.2014022,2.0,1.1649662e-06,1.5409598e-05,-3.1574328
0,7.0,3.0,0.14518951,566.2173215223089,1.1708646,9.0,1.6608174e-06,2.271507e-06,0.9788712
0,1.0,7.0,0.09122881,444.2405641327265,0.06792578,2.0,1.6728656e-08,6.553348e-08,10.461463
0,7.0,7.0,-0.03122602,303.01294735578887,2.2963746,4.0,3.3522872e-07,4.7994326e-06,-4.5005636
0,4.0,5.0,0.11171134,530.6180250214139,0.54921657,3.0,3.587117e-05,9.782759e-07,5.1005063
0,5.0,7.0,0.020775385,476.2319776673981,0.850609,2.0,1.7414374e-06,1.9416798e-06,8.257876
0,3.0,2.0,0.18643637,530.6180250214139,1.865496,5.0,1.7931725e-07,9.528047e-06,-4.464328
0,11.0,7.0,0.0021377609,440.292330995459,1.7323568,9.0,1.4221392e-07,4.1892617e-06,-4.6954207
0,7.0,6.0,0.14497542,444.2405641327265,1.3681371,2.0,1.8143395e-07,3.7287896e-06,-4.2033863
0,7.0,7.0,0.023421053,476.2319776673981,3.284419,5.0,2.6962712e-07,1.0818796e-05,-5.22333
0,12.0,7.0,0.12068369,530.6180250214139,2.3224065,2.0,1.9065276e-07,1.126494e-05,-4.9951897
0,3.0,8.0,-0.021261416,433.4480705116316,2.1997068,2.0,6.994234e-07,5.2286573e-06,-3.6878312
1,0.0,7.0,0.17316452,433.4480705116316,1.7780094e-07,2.0,9.909039e-14,2.200449e-21,13.208135
1,2.0,7.0,0.0838345,530.6180250214139,1.8391962,7.0,4.0855383e-07,2.4121641e-06,-4.0244417
0,6.0,7.0,0.09338191,284.71187769850417,1.1516951,3.0,2.5611433e-07,8.8058306e-07,-3.6190841
0,2.0,7.0,0.030945383,444.2405641327265,1.0009086,6.0,1.825084e-07,8.3500305e-07,-3.351538
0,5.0,7.0,0.007893944,566.2173215223089,1.5650426,2.0,5.9488355e-07,3.8171684e-06,-3.096126
0,5.0,7.0,-0.023590494,433.4480705116316,0.9317791,3.0,3.7988518e-06,1.475303e-06,-0.7673853
0,10.0,7.0,0.10398382,566.2173215223089,2.7744544,2.0,2.8047577e-07,1.7576216e-05,-5.0646276
1,-1.0,7.0,0.08277216,566.2173215223089,0.12779777,7.0,1.7735385e-08,2.3290325e-07,6.27858
0,8.0,2.0,0.15369661,476.2319776673981,4.0128107,10.0,5.4193185e-07,2.8933648e-06,-5.1373715
0,3.0,7.0,0.0036811633,444.2405641327265,1.2814969,5.0,1.0520159e-07,2.3569037e-06,-4.389157
0,8.0,7.0,-0.014389168,440.292330995459,2.9800177,3.0,3.626669e-07,9.89434e-06,-4.8748536
0,7.0,2.0,0.18127723,530.6180250214139,2.8031762,4.0,7.3670395e-07,7.2665324e-07,-4.310044
0,4.0,7.0,-0.019655708,433.4480705116316,5.503507,4.0,1.0351665e-06,2.128779e-05,-5.0643706
0,8.0,7.0,0.0063121403,530.6180250214139,2.2573812,2.0,8.532305e-07,1.2874793e-05,-3.0562396
0,5.0,7.0,0.013856564,476.2319776673981,3.028029,6.0,8.294736e-07,1.5266544e-06,-4.1223345
0,4.0,7.0,-0.0063424283,440.292330995459,3.3639364e-07,2.0,1.5028561e-13,1.091374e-19,11.498544
0,4.0,8.0,-0.0055083563,444.2405641327265,1.5323267,3.0,2.2650565e-06,2.7046578e-06,-1.6608154
0,1.0,2.0,0.0931068,530.6180250214139,0.28070584,0.0,2.8663854e-08,2.7076612e-07,2.1409564
